,0
328,The Princess of Wales arriving at Leeds University in a cream knitted belted dress with brown suede boots
329,The Princess of Wales spoke with students on the Childhood Studies programme at the University of Leeds
330,Having fun! The Princess of Wales was all smiles as she talked to members of the public
331,The Princess of Wales has found another famous supporter of her Shaping Us campaign - described as her 'life's work' - in radio presenter Roman Kemp
332,The Princess of Wales has been pictured with radio presenter Roman Kemp wrapped up against the winter chill during the filming of a video to promote her early years campaign
333,"Sharing this photo of Princess Kate, Giovanna Fletcher said: 'Three years ago I sat down with the Princess of Wales to talk about her passion for the Early Years and her experiences of motherhood'"
334,Pictured: The Princess of Wales speaks with Roman Kemp at a launch for her initiative earlier this week
335,"Catherine, Princess of Wales (right) talks with English actress and model Karima McAdams (left) and English singer Professor Green (centre) at her pre-campaign launch event"
336,Reality television star Zara McDermott is among the famous faces publicly supporting the project (pictured with the Princess of Wales)
337,The Princess of Wales showed off her motherly side as she chatted with London school pupils
338,The Princess of Wales arriving at Leeds University in a cream knitted belted dress with brown suede boots
339,Having fun! The Princess of Wales was all smiles as she talked to members of the public
340,The Princess of Wales showed off her motherly side as she chatted with London school pupils
341,The Princess of Wales visited Leeds to celebrate the launch of her new Shaping Us campaign
342,"A campaign video for the The Princess of Wales' Shaping Us campaign, which is raising awareness of the importance of early childhood, is played at Piccadilly Circus in London"
343,The Princess of Wales arriving at Leeds University in a cream knitted belted dress with brown suede boots
344,The Princess of Wales spoke with students on the Childhood Studies programme at the University of Leeds
345,Having fun! The Princess of Wales was all smiles as she talked to members of the public
346,The Princess of Wales ' mother Carole Middleton recently launched a rewards system for her party paraphernalia business  - weeks after expanding the company to the US
347,Matt is the royal photographer behind Prince William and Kate Middleton's official family photographs. Above is one of his shots of the royal family in 2021
348,Famous people born in the town include the Princess of Wales Kate Middleton
349,The Princess of Wales has filmed a new video with Roman Kemp highlighting the importance of the early childhood years and its effect on mental health
350,The Princess of Wales took a walk in the Hertfordshire countryside with the radio host in the new clip
351,The Princess of Wales sat down with Roman Kemp and asked him about his early childhood over a cup of tea
352,The Princess of Wales has filmed a new video with Roman Kemp highlighting the importance of the early childhood years and its effect on mental health
353,The Princess of Wales took a walk in the Hertfordshire countryside with the radio host in the new clip
354,The Princess of Wales sat down with Roman Kemp and asked him about his early childhood over a cup of tea
355,The Princess of Wales has found another famous supporter of her Shaping Us campaign - described as her 'life's work' - in radio presenter Roman Kemp
356,Pictured: The Princess of Wales speaks with Roman Kemp at a launch for her initiative earlier this week
357,"Catherine, Princess of Wales (right) talks with English actress and model Karima McAdams (left) and English singer Professor Green (centre) at her pre-campaign launch event"
358,Who is who? The stars shared an array of childhood photos to social media on Saturday in support of the Princess of Wales' early years campaign
359,Passionate: The Princess of Wales appeared in a new video which was shared on her official social media pages to launch the campaign
360,"The Princess of Wales has a very strict household rule for her three children that is 'absolutely off limits', a royal insider has claimed"
361,The Princess of Wales has shared a sweet baby picture of herself with her father as she launched her campaign to shine a spotlight on the 'early years' of childhood
362,The Princess of Wales appeared in a new video which was shared on her official social media pages
363,As the Princess of Wales launches her new early childhood campaign which aims to 'give generations of children the best start in life' FEMAIL looks back over her childhood. Kate is pictured here as a child
364,The Princess of Wales revisiting her old school St Andrew's Prep in 2012. As the former hockey team captain she gave the sport a go
365,"Princess of Wales pictured here at Leeds Kirkgate Market, while on a visit to the city to raise awareness for the unique importance of early childhood"
366,"The Princess of Wales waves at the crowds with her former right-hand woman Rebecca Deacon in Brisbane, Australia, April 19, 2014"
367,"Personal trainer James Middleton (left), who shares a name with the Princess of Wales' brother, split with ex-girlfriend Made In Chelsea's Georgia Toffolo (right) in 2017"
368,"The Prince and Princess of Wales's official Instagram account shared this photo of Kate and pupils following her visit to a primary school in Bethnal Green, east London"
369,"The Princess of Wales said she was proud to be supporting Place2Be's Children's Mental Health Week, which begins today"
370,The Princess of Wales sat down with pupils at St John's CE Primary School to take part in some colouring in
371,The Princess of Wales donned a blue apron to protect her clothing as she made paper chains with the children
372,One pupil told the Princess of Wales that they manage difficult feelings by 'taking deep breaths in' and then 'drinking a glass of water'
373,"Mischa was told eight times that her premature baby was going to die, only for the little one to defy doctors each time. She has revealed how she received a surprise visit from the Princess of Wales while in hospital with her daughter"
374,"Mischa, pictured with Amaya, said she was 'totally stunned' to be visited by the Princess of Wales while her daughter was in Evelina Children's Hospital"
375,The Princess of Wales donned a blue apron to protect her clothing as she made paper chains with the children
376,One pupil told the Princess of Wales that they manage difficult feelings by 'taking deep breaths in' and then 'drinking a glass of water'
377,The Princess of Wales used a colour wheel to discuss how certain emotions make the children feel
378,"During today's outing, Capt Chandi, dubbed 'Polar Preet', made a speech to students about her expedition and was joined by the Princess of Wales in presenting an award to Simrat Soggi, one of the winners of the officer's national school logo competition"
379,"The Princess of Wales (left) greets Captain Preet Chandi during a visit to Landau Forte College, in Derby"
380,The Princess of Wales (pictured) cut an elegant figure as she visited a college in Derby alongside Captain Preet Chandi MBE to celebrate the Army officer's return from her solo expedition across Antarctica
381,"The Princess of Wales pulls tyres behind her during a visit to Landau Forte College, in Derby, to celebrate Captain Preet Chandi's return from her solo expedition across Antarctica"
382,"The Princess of Wales (left) greets Captain Preet Chandi during a visit to Landau Forte College, in Derby"
383,The Princess of Wales was clearly thrilled to see her former history teacher as they reunited for the first time in 25 years
384,The Princess of Wales looked thrilled to meet her young royal fan this afternoon
385,The Prince and Princess of Wales laugh as they attempt to refurbish a boat during their tour of the National Maritime Museum Cornwall
386,The Princess of Wales joined in the Hokey Cokey on first official visit to Cornwall since taking on the title Duchess of Cornwall
387,"The Princess of Wales, known as the Duchess of Cornwall while in Cornwall, during a visit to the Dracaena Centre in Cornwall, to learn about the wide variety of support and services that the organisation provides to local people"
388,The Princess of Wales looked particularly thrilled to see her old prep school teacher Jim Embury - who now volunteers at the museum - and greeted him with a hug
389,The Princess of Wales threw her arms around her old teacher Jim Embury as he approached her outside the National Maritime Museum Cornwall.
390,The Princess of Wales pulled her old history teacher in for a hug as she greeted him in Falmouth today
391,The former history teacher now volunteers at the museum Prince William and the Princess of Wales visited today
392,The Prince and Princess of Wales laugh as they attempt to refurbish a boat during their tour of the National Maritime Museum Cornwall
393,The Princess of Wales looked thrilled to meet her young royal fan this afternoon
394,The Prince and Princess of Wales  being shown pictures as they meet local people working in the boat building workshop
395,The Prince and Princess of Wales speak with well-wishers ahead of their tour of the National Maritime Museum Cornwall
396,The Princess of Wales chatted to members of the public at the Dracaena Centre in Cornwall
397,The Princess of Wales during a visit to the Dracaena Centre in Cornwall
398,The Prince and Princess of Wales play table tennis during a visit to the Dracaena Centre
399,Kate Middleton (centre) pictured with her hockey team during her time at the school from 1986 to 1995
400,"St Andrews prep school in Berkshire, where the Princess of Wales was a student until the age of 12"
401,The Prince and Princess of Wales laugh as they attempt to refurbish a boat during their tour of the National Maritime Museum Cornwall
402,The Princess of Wales appeared delighted to reconnect with her old teacher
403,Kate's old teacher was allowed beyond the crowds to speak with the Princess of Wales
404,The Princess of Wales looked thrilled to meet her young royal fan this afternoon
405,The Princess of Wales happily posed for a sewith a group of young fans outside the museum in Cornwall
406,The Prince and Princess of Wales  being shown pictures as they meet local people working in the boat building workshop
407,The Princess of Wales gave her former prep school teacher a warm hug during her walkabout in Cornwall today
408,One little girl wore a tiara when talking to the Princess of Wales this afternoon in Cornwall
409,"The Princess of Wales, known as the Duchess of Cornwall while in Cornwall, with school children as they take part in a model boat race during a visit to the National Maritime Museum Cornwall in Falmouth"
410,The Prince and Princess of Wales - also titled the Duke and Duchess of Cornwall - have made their first joint official visit to the county since taking on their new roles
411,The Prince and Princess of Wales speak with well-wishers ahead of their tour of the National Maritime Museum Cornwall
412,"One person meeting the Princess of Wales appeared to curtsy upon the royal couple's arrival, pictured"
413,"One person meeting the Princess of Wales appeared to curtsy upon the royal couple's arrival, pictured"
414,Kate (pictured) is now known as the Princess of Wales and the Duchess of Cornwall and Cambridge
415,Beaming: The Princess of Wales was all smiles as she arrived in Falmouth alongside William
416,Beaming: The Princess of Wales was all smiles as she arrived in Falmouth alongside William
417,The Princess of Wales - dressed in a matching vibrant top and skirt - visits the Dracaena Centre in Falmouth
418,Happy: The Prince and Princess of Wales were all smiles as they attended the Dracaena Centre
419,The Princess of Wales chatted to members of the public at the Dracaena Centre in Cornwall
420,The Princess of Wales during a visit to the Dracaena Centre in Cornwall
421,The Prince and Princess of Wales play table tennis during a visit to the Dracaena Centre
422,The Princess of Wales added a smattering of glamorous makeup to her features for the outing
423,Stylish: The Princess of Wales's statement coat featured elegant pockets and a dainty belt
424,The Princess of Wales showcased she is indeed a 'hugger' as she recently embraced her old school teacher in Cornwall
425,"The Princess of Wales hugged two-year-old Charlotte Bunting as she left St Thomas Church, during their visit to Wales in 2022"
426,Kate Middleton (centre) pictured with her hockey team during her time at the school from 1986 to 1995
427,The Princess of Wales has said her early years campaign goes beyond 'raising kids' and is also about 'shaping our society' and creating a 'more nurturing world'
428,The Prince and Princess of Wales were meeting members of the public when the incident happened
429,In her photo Alison's Princess of Wales looks visibly shocked while flipping through a copy of Spare on her couch in a red dress
430,But these photos aren't the first time Alison has spoofed the royal family. She's also spotlighted the Princess of Wales and the Duchess of Sussex
431,"The Princess of Wales revisited her former school in November 2012, when she spoke adoringly of her days as a pupil (pictured, during the visit)"
432,The Princess of Wales pictured in March last year. She threw on a simple but chic khaki button-up
433,"The Princess of Wales (pictured) showed her thrifty side once more, wearing an old favourite Hobbs coat for a visit to Cornwall"
434,"Kate Middleton, 41, opted to wear a £349 Massimo Dutti coat she's sported in the past, to meet with local children at the Foxcubs Nursery in Luton earlier this month"
435,Kate Middleton first wore the coat from Massimo Dutti to visit Cardiff during a nationwide tour in January 2020 (pictured)
436,Photos launching the awareness-raising campaign show the Princess of Wales (pictured) wearing £79  gold hoop earrings by Welsh female designer Hayley Jones
437,"The Princess of Wales, 41, (pictured) re-wore a pair of CHALK regency earrings, £75,  for an event at BAFTA in London tonight"
438,"When she was married to Imran Khan, Jemima's most famous guest was Diana, Princess of Wales , who came twice, ostensibly to visit Imran¿s hospital"
439,Pictured: The wedding of Prince William and Kate Middleton in 2011 taken by Hugo
440,Mulberry has long been a destination for fashionistas seeking out the luxury bags beloved by the Princess of Wales and A-list stars
441,The Princess of Wales's sister enjoyed a morning dip in the turquoise waters of the Caribbean
442,The Princess of Wales's sister enjoyed a morning dip in the turquoise waters of the Caribbean
443,"English Heritage's Blue Plaque honouring the life of Diana, Princess of Wales seen on the Chelsea flat she used to rent"
444,Healthcare assistant Anna O'Hara asked the Prince (pictured right) and Princess of Wales for selfies on the critical care ward at the Royal Liverpool University Hospital
445,The Prince and Princess of Wales showed their natural rapport with members of the public as they stopped for selfies during a visit to Liverpool yesterday
446,"Dainty: Princess of Wales with the Nano Montreal. From HRH the Princess of Wales and Meghan Markle to actresses Emily Blunt and Kristen Bell, everyone has been spotted carrying a DeMellier"
447,Pippa Middleton showed off her stunning figure on a beach in St Barts on Sunday. The sister of Kate Middleton wore a white ruffled swimsuit for a day out with her children
448,"The Princess of Wales 's younger sister, an author and socialite, who wed James in May 2017, looked to be enjoying every minute of her sun-kissed getaway as she frolicked on the white sand beach"
449,Kate Middleton's younger sister looked relaxed as she enjoyed the sunny holiday with her husband and children
450,Kate and William tied the knot in April 2011. They are now Prince and Princess of Wales
451,"The Prince and Princess of Wales and two of their children, Prince George and Princess Charlotte, (Pictured last Christmas at Sandringham) visited the set of The Rings of Power show"
452,"Daily Mail Diary Editor Richard Eden explains how the Prince and Princess of Wales may bring Princess Charlotte, seven, (pictured), up with the expectation that she will get a job"
453,Jessica pictured arriving with her daughter Isabel at St George's Chapel for Meghan Markle and Prince Harry's wedding with the Princess of Wales and Princess Charlotte
454,"Journalist Willem Marx, pictured in 2011, briefly dated the Princess of Wales when they were students"
455,Kate Middleton is pictured with Henry Ropner arriving at Mahiki nightclub in West London in 2007
456,"As well as her parents, Michael and Carole (pictured) James, the brother, and Pippa, the sister, of Kate Middleton also own property in and around the area"
457,"While waiting to hear the news, Millward digressed to talk about the Prince and Princess of Wales being at the event. 'Kate and William were in the audience...' she said before the live feed suddenly stopped working and all audio was lost"
458,The Princess of Wales is known for her love of rewearing her favourite outfits and thrifty fashion sense - and tonight she recycled a slightly tweaked version of her BAFTA dress from 2019
459,The Princess of Wales was dazzling in white as she walked the red carpet alongside a host of A-listers at the Baftas tonight
460,"The Prince and Princess of Wales, who regularly attend the BAFTA awards, chatted with Krishnendu Majumdar, Chair of BAFTA at the event"
461,"The Prince and Princess of Wales appeared touched by the tribute, and could be seen applauding as the actress concluded her speech"
462,The Princess of Wales proved she is the queen of the high street as she donned a pair of £18 earrings from Zara for the Baftas this evening
463,"Kate Middleton joined her husband Prince William, 40, for the award ceremony at the Royal Festival Hall in London this evening"
464,"The Prince and Princess of Wales, who regularly attend the BAFTA awards, chatted with Krishnendu Majumdar, Chair of BAFTA at the event"
465,The Princess of Wales was dazzling in white as she walked the red carpet alongside a host of A-listers at the Baftas tonight
466,Kate Middleton looked every inch the Hollywood star as she joined her husband Prince William at the star-studded event at Royal Festival Hall in London tonight
467,The Princess of Wales sent royal fans wild this evening as she appeared to give her husband Prince William a gentle tap on the behind while walking the Bafta red carpet tonight
468,"As the couple arrived at Royal Festival Hall in London, Kate Middleton, 41, and the Prince appeared to exchange a few words"
469,Kate Middleton looked every inch the Hollywood star as she joined her husband Prince William at the star-studded event at Royal Festival Hall in London
470,"The Prince and Princess of Wales, who regularly attend the Bafta awards, chatted with  Bafta chairman Krishnendu Majumdar"
471,The Princess of Wales was dazzling in white as she walked the red carpet alongside a host of A-listers at the Baftas
472,Meanwhile Kate Middleton was animated as she spoke with Sex Education star Emma Mackey this evening
473,"The Prince and Princess of Wales, who regularly attend the BAFTA awards, chatted with Krishnendu Majumdar, Chair of BAFTA at the event"
474,Kate Middleton looked every inch the Hollywood star as she joined her husband Prince William at the star-studded event at Royal Festival Hall in London tonight
475,Kate Middleton looked every inch the Hollywood star as she joined her husband Prince William at the star-studded event at Royal Festival Hall in London tonight
476,The Princess of Wales was dazzling in white as she walked the red carpet alongside a host of A-listers at the Baftas tonight
477,Kate and Pippa Middleton pictured in London shortly before Kate's marriage to Prince William in 2011. The sisters lived together in Chelsea before the now-Princess of Wales got married
478,"The Princess of Wales' Baftas outfit ticked all the major trend boxes: sustainability, over-sized bows, statement earrings ¿ and long black opera gloves"
479,No one was more thrilled to see the Princess of Wales in black opera gloves at the Bafta awards on Sunday evening than best-selling crime author Peter James
480,"Earlier in the day, the regiment had welcomed the Prince and Princess of Wales as guests of honour for a traditional ceremony"
481,The Prince and Princess of Wales walking to St Mary Magdalene Church on the Sandringham estate on Christmas Day
482,"The Prince and Princess of Wales are expected to take part in the Coronation procession, possibly with their children Prince George, Princess Charlotte and Prince Louis"
483,The Princess of Wales was dazzling in white as she walked the red carpet alongside a host of A-listers at the Baftas
484,"The BAFTA red carpet was last night dominated by monochrome ensembles - including the Princess of Wales (pictured), Julianne Moore and Jamie Lee Curtis"
485,The Princess of Wales was dazzling in white as she walked the red carpet alongside a host of A-listers at the Baftas
486,"The Princess of Wales, 41, looked sensational in a white Alexander McQueen dress, ZARA earrings and black gloves as she arrived at the BAFTAs last night"
487,Princess of Wales at the BAFTAs
488,Princess of Wales at the BAFTAs
489,"Commenting on the overall face of makeup, Laura Kay said of the Princess of Wales: 'She looks happy and confident.'"
490,He noted how the Princess of Wales' signature blow dry was given a few tweaks - including a 'root lift' and centre parting to complement her dress
491,The Prince and Princess of Wales arrive at the BAFTAs
492,The Prince and Princess of Wales arrive at the BAFTAs
493,"Makeup artist Laura Kay noted how Kate's brows last night were darker than usual, which was in keeping with her Old Hollywood look. The Princess of Wales pictured in Falmouth earlier this month"
494,The Prince and Princess of Wales turned heads as they attended the Bafta Awards ceremony in London
495,"The Prince and Princess of Wales are expected to take part in the procession, possibly with their children Prince George, Princess Charlotte and Prince Louis"
496,The Princess of Wales was dazzling in white as she walked the red carpet alongside a host of A-listers at the Baftas
497,"Stylist Miranda Holder has revealed how the Princess of Wales's 'fashion forward', bold choice of outfit at the BAFTAs proved she is a 'future queen' as she takes a leaf out of the late Queen Elizabeth's book when it comes to outfits"
498,"The Princess of Wales, 41, met with 109-year-old Nora during her visit to Oxford House Nursing Home in Slough on Tuesday"
499,The Princess of Wales is pictured here enjoying an interactive game of football with Oxford House Nursing Home resident Jean
500,The Princess of Wales was left in hysterics today as she attempted to flip a pancake
501,The Princess of Wales was left in hysterics today as she attempted to flip a pancake
502,Prince William and Kate Middleton pictured announcing their engagement in 2010
503,Paul says Harry then requested that he have Diana's 12-carat oval-cut sapphire ring (pictured on Kate Middleton's hand in 2010)
504,The Prince and Princess of Wales pictured walking the red carpet at the BAFTA Film Awards 2023 at The Royal Festival Hall on Sunday
505,"As the couple arrived at Royal Festival Hall in London, Kate Middleton, 41, and the Prince appeared to exchange a few words"
506,The Princess of Wales was left in hysterics today as she attempted to flip a pancake
507,"As the Princess of Wales left the care home in Slough, she lifted her hand to remove her floral face mask"
508,"During her visit to the home, the Princess of Wales heard more about Oxford House¿s use of interactive technology to enrich the daily lives of residents"
509,The Princess of Wales was beaming as she arrived at the care home for the solo visit this afternoon
510,Royal fans have been cashing in on Kate Middleton's BAFTA look by listing her £18 Zara earrings for up to £110 on resale sites like eBay
511,The Princess of Wales proved she is the queen of the high street as she donned a pair of £18 earrings from Zara for the Baftas
512,"The Prince and Princess of Wales, who regularly attend the BAFTA awards, chatted with Krishnendu Majumdar, Chair of BAFTA at the event"
513,"There was no shortage of criticism of The Crown when its last series was screened, but dancer Wayne Sleep is convinced the late Princess of Wales would have relished its depiction of her life and marriage"
514,They're rarely on menus nowadays - but the Princess of Wales has revealed she's a fan of kidneys (pictured February 2020)
515,Friend: There was no shortage of criticism of The Crown but dancer Wayne Sleep is convinced the late Princess of Wales would have relished its depiction of her life and marriage
516,"Kate Middleton was first spotted in her Penelope Chilvers boots at the Blenheim Palace Game Fair in August 2004, pictured, shortly after news of her relationship with Prince William first emerged. The boots have become a go-to for Kate in the years since"
517,"The Princess of Wales wearing a white roll neck again with a khaki jacket as she visited Copenhagen, Denmark last year"
518,King Charles and the Queen Consort - who will drop the consort title after the coronation - will reportedly sit down with the Prince and Princess of Wales in the coming weeks to discuss George's involvement
519,"When Charles and Camilla married in April 2005, she did not take on the title of Princess of Wales, as it was so closely associated in the public consciousness with the late Princess Diana"
520,The Prince and Princess of Wales stepped out at England's Six Nations match against Wales in Cardiff
521,"The Prince of Wales and the Princess of Wales in the stands ahead of the Guinness Six Nations match at the Principality Stadium, Cardiff"
522,"The Princess of Wales' first job was hands on, as a deckhand at the Ocean Village Marina in Southampton. Pictured in Cowes in 2019 after she married Prince William"
523,"The Princess of Wales, pictured with her sister Pippa and her mother Carole Middleton in 2011, also helped out her parents with the family business, Party Pieces, when she was younger"
524,"King Charles III, Camilla, Queen Consort, Prince William, Prince of Wales, Prince Harry, Duke of Sussex, Meghan, Duchess of Sussex, Catherine, Princess of Wales, Prince George of Wales and Princess Charlotte of Wales at the Queen's funeral procession"
525,"Earlier in the day, the regiment had welcomed the Prince and Princess of Wales as guests of honour for a traditional ceremony"
526,The Prince and Princess of Wales have offered a glimpse behind the scenes of their meetings with the Wales and England rugby teams
527,"Following the game, the royal couple spoke with the two teams in their locker rooms, with photographs from the meetings being shared to the Prince and Princess of Wales' Twitter account this afternoon"
528,"For yesterday's outing, the Princess of Wales opted for a custom-made coat by royal favourite Catherine Walker, which she first debuted in 2018 during a trip to Sweden"
529,The Prince and Princess of Wales stepped out at England's Six Nations match against Wales in Cardiff
530,"The Prince of Wales and the Princess of Wales in the stands ahead of the Guinness Six Nations match at the Principality Stadium, Cardiff"
531,It was the first rugby match the royals had watched in person since becoming the Prince and Princess of Wales
532,"The Princess of Wales channelled the fashion prowess of her late mother-in-law last night as she attended a Six Nations clash in a bold, houndstooth ensemble"
533,"Kate Middleton, 41, wore the red-and-white coat as she attended the England v Wales match at the Principality Stadium in Cardiff with her husband, Prince William"
534,It was the first rugby match the royals had watched in person since becoming the Prince and Princess of Wales
535,The Princess of Wales was beaming with joy as she posed for snaps with England rugby player Maro Itoje taken on a disposable camera over the weekend
536,"The Princess of Wales channelled the fashion prowess of her late mother-in-law as she attended a Six Nations clash in a bold, houndstooth ensemble"
537,Can you spot an upper-class person by the way they dress? The Princess of Wales (pictured on a visit to Ulster University in 2021) has been known to choose the so-called 'I have money combo' of a turtleneck jumper and blazer on several occasions
538,"On a visit to Oxford House Nursing home on Shrove Tuesday the Princess of Wales showed off a play on the combo again, with a turtleneck and a structured camel coat"
539,"Princess Beatrice's look for the Prince and Princess of Wales's wedding in 2011 set tongues wagging, with many royal fans left somewhat bewildered by her unusual Philip Treacy fascinator"
540,The Princess of Wales rocked a statement pair of opera gloves while attending the BAFTAs on Sunday evening
541,"The Prince and Princess of Wales are 'mulling over' whether Prince George will have a role in the coronation, sources have claimed - while Princess Charlotte and Prince Louis will attend as spectators"
542,The Princess of Wales was crowned victorious despite wearing a skirt and heels
543,The Prince and Princess of Wales take part in a spin class during a visit to Aberavon Leisure and Fitness Centre in Port Talbot
544,The Prince (centre) and Princess of Wales speak to members of staff during a visit to Aberavon Leisure and Fitness Centre
545,"Ahead of St. David's Day, the Prince and Princess of Wales are visiting the country to meet with local communities as well as champion mental health initiatives"
546,"The Prince and Princess of Wales were in high spirits during their visit today, both donning a daffodil ahead of St David's Day"
547,The Princess of Wales during a visit to the headquarters of the Wales Air Ambulance charity in Llanelli
548,The Prince and Princess of Wales during a visit to the headquarters of the Wales Air Ambulance charity in Llanelli
549,The Princess of Wales speaks to local children after visiting Aberavon Leisure & Fitness Centre
550,The Prince and Princess of Wales's foundation has announced a new project to help create therapy gardens offering mental health support
551,"Princess Charlotte, Prince George, the Prince of Wales, Prince Louis and the Princess of Wales attending the Christmas Day morning church service at St Mary Magdalene Church in Sandringham, Norfolk in 2022"
552,"The Princess of Wales (pictured today) wants to be involved in her children's day-to-day lives - but 'wouldn't dream of taking them to McDonald's' and 'doesn¿t rock the boat' over royal protocol like Princess Diana, a new book has claimed"
553,"Kate Middleton was wowed by Thomas Lucas, nine, performing a somersault as she attended the St David's Day Parade alongside her husband William"
554,"Little Cora Phillips, two, was able to give the Princess of Wales a posy of daffodils ahead of St David's Day on a meeting at Brynawel Rehabilitation Centre in Pontyclun near Cardiff"
555,Harry and Meghan were given use of Frogmore Cottage in 2018 by Queen Elizabeth amid their explosive fall-out with the Prince and Princess of Wales
556,The Prince and Princess of Wales have welcomed Crown Prince Haakon and Crown Princess Mette-Marit of Norway to the UK this morning
557,Royal fans are going wild over a flirty moment between the Prince and Princess of Wales during the St David's Day parade yesterday
558,The Prince and Princess of Wales shared a joke the families of the Welsh Guardsmen about the rugby match
559,"Kate Middleton, 41, paid a subtle tribute to the Queen yesterday as she donned a replica of the late monarch's brooch for a St David's Day Parade"
560,"Princess Diana, who held the title of Princess of Wales, also wore a replica of the brooch while watching a parade of the First Battalion of Welsh Guards in London in 1990 ("
561,"Kate Middleton, 41, proved she is the queen of the rewear yesterday as she replicated an outfit she wore in 2006 to attend a St David's Day parade"
562,But the move is said to have support from Queen Consort Camilla and the Prince and Princess of Wales
563,"Even if the Duke avoids talking about his father, his chat with Mate is expected to dwell heavily on the death of Diana, Princess of Wales (pictured together in 1987)"
564,"The Princess of Wales' sister, 39, was out for dinner at Cambio De Tercio in Kensington, London, with her husband James Matthews and two of their friends"
565,The Royal Lodge could become the new home of the Prince and Princess of Wales and their three children
566,"The Prince and Princess of Wales 'are keen' for Prince George to play an 'official' part even if it is 'a smaller official role', it has been claimed"
567,"No one is waiting for spring, let alone summer, to wear kingfisher blue ¿ while the Princess of Wales has been striding around in a chilli red trouser suit in the relentlessly chilly weather"
568,"Prince Louis pictured with his mother Kate Middleton, on the way to Lambrook School for a settling in afternoon last September"
569,"Is that you, Kate? The Princess of Wales has a large forehead and blonde hair instead of her signature brunette locks"
570,"Prince William, second right, Kate, Princess of Wales, right, Prince Harry, left, and Meghan, Duchess of Sussex, second left, leave after they paid their respects to Queen Elizabeth II in Westminster Hall for the Lying-in State in September last year"
571,"Meanwhile William  and Catherine, Princess of Wales pose for a picture as they visit the headquarters of the Wales Air Ambulance"
572,"Prince William, Prince of Wales and Kate, Princess of Wales, pictured at the Baftas in February, were not at the christening"
573,The Princess of Wales (pictured) has been praised as an 'inspiring' role model for young women after she braved the freezing temperatures on her visit to the 1st Battalion Irish Guards  on International Women's Day
574,"The Princess of Wales, 41, dressed sensibly but with a touch of glamour as she arrived at the Salisbury Plain Training Area to undertake training drills as the new Colonel of the Irish Guards"
575,"Prince William, Prince of Wales and Kate, Princess of Wales, pictured at the Baftas in February, were not at the christening"
576,"The Duke and Duchess of Sussex with their son Archie, and (left to right) the Queen Consort, the King, Ms Doria Ragland, Lady Jane Fellowes, Lady Sarah McCorquodale and the Prince and Princess of Wales at Windsor Castle after his christening in July 2019"
577,The Princess of Wales showcased her down-to-earth nature as she visited the Irish Guards for the first time since becoming honorary Colonel today
578,The Princess of Wales showcased her down-to-earth nature as she visited the Irish Guards for the first time since becoming honorary Colonel today
579,"Kate Middleton, 41, was almost unrecognisable as she dressed in camouflage kit for the engagement at the snowy Salisbury Plain Training Area this morning"
580,Action Queen! The Princess of Wales kept warm from the freezing weather with a green beanie hat and jumper
581,"Prince William, Prince of Wales and Kate, Princess of Wales, pictured at the Baftas in February, were not at the christening"
582,"Earlier this year, the Princess of Wales revealed her youngest son Louis is 'rugby mad', while George also plays the sport"
583,"Pictured: From left to right, first in line to the throne, Prince William, second, Prince George, third, Princess Charlotte and fourth Prince Louis with the Princess of Wales"
584,The Princess of Wales suffered a rare awkward moment today as she reached out to shake hands with Muslim community leader - who offered a polite traditional greeting instead
585,The Princess of Wales wore a floral headscarf as she joined Prince William to meet with volunteers who had fundraised to help communities in Turkey and Syria this morning
586,"Kate Middleton, 41, made an origami crane, a symbol of hope and healing, with a young schoolgirl today as she met with Londoners who had raised thousands for the Turkey-Syria earthquake appeal"
587,The Princess of Wales wore a floral headscarf as she joined Prince William to meet with volunteers who had fundraised to help communities in Turkey and Syria this morning
588,The Princess of Wales wore a floral headscarf as she joined Prince William to meet with volunteers who had fundraised to help communities in Turkey and Syria this morning
589,The Princess of Wales was elegant in a headscarf as she joined Prince William to meet with volunteers who had fundraised to help communities in Turkey and Syria this morning
590,"The Duke and Duchess of Sussex with their son Archie, and (left to right) the Queen Consort, the King, Ms Doria Ragland, Lady Jane Fellowes, Lady Sarah McCorquodale and the Prince and Princess of Wales at Windsor Castle after his christening in July 2019"
591,"Prince William, Prince of Wales and Kate, Princess of Wales, pictured at the Baftas in February, were not at the christening"
592,"There are very few things I have in common with the Princess of Wales. We're both tall (5ft 9in), have long brown hair and are married with young children."
593,University sweethearts: Prince William and Kate Middleton on the day of their graduation ceremony in 2005
594,"Pictures show the actors, playing Prince William and Kate Middleton, respectively, seeing one another during a run"
595,"It is thought the scenes (pictured being filmed) are portraying the Prince and Princess of Wales' first glimpse of one another while at the University of St Andrews, where they met and fell in love"
596,It was revealed in September that The Crown have cast actress Meg Bellamy (pictured) in the role of Kate Middleton for series six of the drama
597,"Along with Kate, the Princess of Wales, and Princess Anne, Sophie is just one of few female senior royals who will be guiding the Crown into its next era"
598,On set: Meg Bellamy transformed into Kate Middleton as filming for he sixth and last series of popular Netflix drama The Crown got underway on Saturday
599,"Apparently Kate is also called 'DoD', the 'Duchess of Do-little', as it was rumoured that the Princess of Wales was criticised by the Queen for not having a full-time career"
600,"The Duke of Sussex, 38, sat down with Tom Bradby for a primetime television interview as part of a publicity blitz for his controversial memoir Spare before joining Anderson Cooper for a shocking interview on CBS the day before the Princess of Wales' birthday"
